rodent_record_id,study_id,scientificName,eventDate,locality,country,verbatimLocality,coordinate_resolution,decimalLatitude,decimalLongitude,individualCount,trapEffort,trapEffortResolution,study_area,estimated_yn
h_773,h_141,Rattus norvegicus,2012-02/2013-05,Mananjary,Madagascar,,town,-21.22,48.35,0,,,,
h_774,h_141,Rattus norvegicus,2012-02/2013-05,Antananarivo-Atsimondrano,Madagascar,,town,-19.02,47.52,0,,,,
h_775,h_141,Rattus norvegicus,2012-02/2013-05,Maevatanana,Madagascar,,town,-16.95,46.83,1,,,,
h_776,h_141,Rattus norvegicus,2012-02/2013-05,Moramanga,Madagascar,,town,-18.95,48.23,24,,,,
h_777,h_141,Rattus norvegicus,2012-02/2013-05,Ambovombe-Androy,Madagascar,,town,-25.18,46.09,0,,,,
h_778,h_141,Rattus norvegicus,2012-02/2013-05,Taolagnaro,Madagascar,,town,-25.03,46.98,9,,,,
h_779,h_141,Rattus norvegicus,2012-02/2013-05,Anjozorobe,Madagascar,,town,-18.40,47.88,6,,,,
h_780,h_141,Mus musculus,2012-02/2013-05,Antsirabe,Madagascar,,town,-19.85,47.04,7,,,,
h_781,h_141,Mus musculus,2012-02/2013-05,Miandrivazo,Madagascar,,town,-19.53,45.46,7,,,,
h_782,h_141,Mus musculus,2012-02/2013-05,Ihosy,Madagascar,,town,-22.40,46.13,12,,,,
h_783,h_141,Mus musculus,2012-02/2013-05,Nosy-Be,Madagascar,,town,-13.35,48.26,1,,,,
h_784,h_141,Mus musculus,2012-02/2013-05,Antsohihy,Madagascar,,town,-14.88,47.99,3,,,,
h_785,h_141,Mus musculus,2012-02/2013-05,Toamasina,Madagascar,,town,-18.15,49.40,2,,,,
h_786,h_141,Mus musculus,2012-02/2013-05,Sambava,Madagascar,,town,-14.27,50.17,0,,,,
h_787,h_141,Mus musculus,2012-02/2013-05,Mandritsara ,Madagascar,,town,-15.84,48.83,5,,,,
h_788,h_141,Mus musculus,2012-02/2013-05,Morombe,Madagascar,,town,-21.75,43.37,3,,,,
h_789,h_141,Mus musculus,2012-02/2013-05,Morondava,Madagascar,,town,-20.30,44.29,5,,,,
h_790,h_141,Mus musculus,2012-02/2013-05,Belo sy Tsiribihina,Madagascar,,town,-19.70,44.55,10,,,,
h_791,h_141,Mus musculus,2012-02/2013-05,Fianarantsoa,Madagascar,,town,-21.45,47.09,9,,,,
h_792,h_141,Mus musculus,2012-02/2013-05,Farafangana,Madagascar,,town,-22.82,47.82,2,,,,
h_793,h_141,Mus musculus,2012-02/2013-05,Mananjary,Madagascar,,town,-21.22,48.35,3,,,,
h_794,h_141,Mus musculus,2012-02/2013-05,Antananarivo-Atsimondrano,Madagascar,,town,-19.02,47.52,10,,,,
h_795,h_141,Mus musculus,2012-02/2013-05,Maevatanana,Madagascar,,town,-16.95,46.83,2,,,,
h_796,h_141,Mus musculus,2012-02/2013-05,Moramanga,Madagascar,,town,-18.95,48.23,11,,,,
h_797,h_141,Mus musculus,2012-02/2013-05,Ambovombe-Androy,Madagascar,,town,-25.18,46.09,16,,,,
h_798,h_141,Mus musculus,2012-02/2013-05,Taolagnaro,Madagascar,,town,-25.03,46.98,4,,,,
h_799,h_141,Mus musculus,2012-02/2013-05,Anjozorobe,Madagascar,,town,-18.40,47.88,13,,,,
h_800,h_141,Suncus murinus,2012-02/2013-05,Antsirabe,Madagascar,,town,-19.85,47.04,2,,,,
h_801,h_141,Suncus murinus,2012-02/2013-05,Miandrivazo,Madagascar,,town,-19.53,45.46,3,,,,
h_802,h_141,Suncus murinus,2012-02/2013-05,Ihosy,Madagascar,,town,-22.40,46.13,0,,,,
h_803,h_141,Suncus murinus,2012-02/2013-05,Nosy-Be,Madagascar,,town,-13.35,48.26,13,,,,
h_804,h_141,Suncus murinus,2012-02/2013-05,Antsohihy,Madagascar,,town,-14.88,47.99,11,,,,
h_805,h_141,Suncus murinus,2012-02/2013-05,Toamasina,Madagascar,,town,-18.15,49.40,10,,,,
h_806,h_141,Suncus murinus,2012-02/2013-05,Sambava,Madagascar,,town,-14.27,50.17,3,,,,
h_807,h_141,Suncus murinus,2012-02/2013-05,Mandritsara ,Madagascar,,town,-15.84,48.83,0,,,,
h_808,h_141,Suncus murinus,2012-02/2013-05,Morombe,Madagascar,,town,-21.75,43.37,0,,,,
h_809,h_141,Suncus murinus,2012-02/2013-05,Morondava,Madagascar,,town,-20.30,44.29,2,,,,
h_810,h_141,Suncus murinus,2012-02/2013-05,Belo sy Tsiribihina,Madagascar,,town,-19.70,44.55,4,,,,
h_811,h_141,Suncus murinus,2012-02/2013-05,Fianarantsoa,Madagascar,,town,-21.45,47.09,1,,,,
h_812,h_141,Suncus murinus,2012-02/2013-05,Farafangana,Madagascar,,town,-22.82,47.82,8,,,,
h_813,h_141,Suncus murinus,2012-02/2013-05,Mananjary,Madagascar,,town,-21.22,48.35,6,,,,
h_814,h_141,Suncus murinus,2012-02/2013-05,Antananarivo-Atsimondrano,Madagascar,,town,-19.02,47.52,0,,,,
h_815,h_141,Suncus murinus,2012-02/2013-05,Maevatanana,Madagascar,,town,-16.95,46.83,8,,,,
h_816,h_141,Suncus murinus,2012-02/2013-05,Moramanga,Madagascar,,town,-18.95,48.23,1,,,,
h_817,h_141,Suncus murinus,2012-02/2013-05,Ambovombe-Androy,Madagascar,,town,-25.18,46.09,0,,,,
h_818,h_141,Suncus murinus,2012-02/2013-05,Taolagnaro,Madagascar,,town,-25.03,46.98,2,,,,
h_819,h_141,Suncus murinus,2012-02/2013-05,Anjozorobe,Madagascar,,town,-18.40,47.88,2,,,,
h_820,h_141,Setifer setosus,2012-02/2013-05,Antsirabe,Madagascar,,town,-19.85,47.04,0,,,,
h_821,h_141,Setifer setosus,2012-02/2013-05,Miandrivazo,Madagascar,,town,-19.53,45.46,0,,,,
h_822,h_141,Setifer setosus,2012-02/2013-05,Ihosy,Madagascar,,town,-22.40,46.13,2,,,,
h_823,h_141,Setifer setosus,2012-02/2013-05,Nosy-Be,Madagascar,,town,-13.35,48.26,0,,,,
h_824,h_141,Setifer setosus,2012-02/2013-05,Antsohihy,Madagascar,,town,-14.88,47.99,2,,,,
h_825,h_141,Setifer setosus,2012-02/2013-05,Toamasina,Madagascar,,town,-18.15,49.40,3,,,,
h_826,h_141,Setifer setosus,2012-02/2013-05,Sambava,Madagascar,,town,-14.27,50.17,0,,,,
h_827,h_141,Setifer setosus,2012-02/2013-05,Mandritsara ,Madagascar,,town,-15.84,48.83,0,,,,
h_828,h_141,Setifer setosus,2012-02/2013-05,Morombe,Madagascar,,town,-21.75,43.37,0,,,,
h_829,h_141,Setifer setosus,2012-02/2013-05,Morondava,Madagascar,,town,-20.30,44.29,0,,,,
h_830,h_141,Setifer setosus,2012-02/2013-05,Belo sy Tsiribihina,Madagascar,,town,-19.70,44.55,4,,,,
h_831,h_141,Setifer setosus,2012-02/2013-05,Fianarantsoa,Madagascar,,town,-21.45,47.09,0,,,,
h_832,h_141,Setifer setosus,2012-02/2013-05,Farafangana,Madagascar,,town,-22.82,47.82,0,,,,
h_833,h_141,Setifer setosus,2012-02/2013-05,Mananjary,Madagascar,,town,-21.22,48.35,4,,,,
h_834,h_141,Setifer setosus,2012-02/2013-05,Antananarivo-Atsimondrano,Madagascar,,town,-19.02,47.52,0,,,,
h_835,h_141,Setifer setosus,2012-02/2013-05,Maevatanana,Madagascar,,town,-16.95,46.83,0,,,,
h_836,h_141,Setifer setosus,2012-02/2013-05,Moramanga,Madagascar,,town,-18.95,48.23,0,,,,
h_837,h_141,Setifer setosus,2012-02/2013-05,Ambovombe-Androy,Madagascar,,town,-25.18,46.09,0,,,,
h_838,h_141,Setifer setosus,2012-02/2013-05,Taolagnaro,Madagascar,,town,-25.03,46.98,0,,,,
h_839,h_141,Setifer setosus,2012-02/2013-05,Anjozorobe,Madagascar,,town,-18.40,47.88,0,,,,
h_840,h_141,Hemicentetes semispinosus,2012-02/2013-05,Antsirabe,Madagascar,,town,-19.85,47.04,0,,,,
h_841,h_141,Hemicentetes semispinosus,2012-02/2013-05,Miandrivazo,Madagascar,,town,-19.53,45.46,0,,,,
h_842,h_141,Hemicentetes semispinosus,2012-02/2013-05,Ihosy,Madagascar,,town,-22.40,46.13,0,,,,
h_843,h_141,Hemicentetes semispinosus,2012-02/2013-05,Nosy-Be,Madagascar,,town,-13.35,48.26,0,,,,
h_844,h_141,Hemicentetes semispinosus,2012-02/2013-05,Antsohihy,Madagascar,,town,-14.88,47.99,0,,,,
h_845,h_141,Hemicentetes semispinosus,2012-02/2013-05,Toamasina,Madagascar,,town,-18.15,49.40,0,,,,
h_846,h_141,Hemicentetes semispinosus,2012-02/2013-05,Sambava,Madagascar,,town,-14.27,50.17,0,,,,
h_847,h_141,Hemicentetes semispinosus,2012-02/2013-05,Mandritsara ,Madagascar,,town,-15.84,48.83,0,,,,
h_848,h_141,Hemicentetes semispinosus,2012-02/2013-05,Morombe,Madagascar,,town,-21.75,43.37,0,,,,
h_849,h_141,Hemicentetes semispinosus,2012-02/2013-05,Morondava,Madagascar,,town,-20.30,44.29,0,,,,
h_850,h_141,Hemicentetes semispinosus,2012-02/2013-05,Belo sy Tsiribihina,Madagascar,,town,-19.70,44.55,0,,,,
h_851,h_141,Hemicentetes semispinosus,2012-02/2013-05,Fianarantsoa,Madagascar,,town,-21.45,47.09,1,,,,
h_852,h_141,Hemicentetes semispinosus,2012-02/2013-05,Farafangana,Madagascar,,town,-22.82,47.82,0,,,,
h_853,h_141,Hemicentetes semispinosus,2012-02/2013-05,Mananjary,Madagascar,,town,-21.22,48.35,0,,,,
h_854,h_141,Hemicentetes semispinosus,2012-02/2013-05,Antananarivo-Atsimondrano,Madagascar,,town,-19.02,47.52,0,,,,
h_855,h_141,Hemicentetes semispinosus,2012-02/2013-05,Maevatanana,Madagascar,,town,-16.95,46.83,0,,,,
h_856,h_141,Hemicentetes semispinosus,2012-02/2013-05,Moramanga,Madagascar,,town,-18.95,48.23,0,,,,
h_857,h_141,Hemicentetes semispinosus,2012-02/2013-05,Ambovombe-Androy,Madagascar,,town,-25.18,46.09,0,,,,
h_858,h_141,Hemicentetes semispinosus,2012-02/2013-05,Taolagnaro,Madagascar,,town,-25.03,46.98,0,,,,
h_859,h_141,Hemicentetes semispinosus,2012-02/2013-05,Anjozorobe,Madagascar,,town,-18.40,47.88,1,,,,
h_860,h_141,Tenrec ecaudatus,2012-02/2013-05,Antsirabe,Madagascar,,town,-19.85,47.04,0,,,,
h_861,h_141,Tenrec ecaudatus,2012-02/2013-05,Miandrivazo,Madagascar,,town,-19.53,45.46,0,,,,
h_862,h_141,Tenrec ecaudatus,2012-02/2013-05,Ihosy,Madagascar,,town,-22.40,46.13,0,,,,
h_863,h_141,Tenrec ecaudatus,2012-02/2013-05,Nosy-Be,Madagascar,,town,-13.35,48.26,0,,,,
h_864,h_141,Tenrec ecaudatus,2012-02/2013-05,Antsohihy,Madagascar,,town,-14.88,47.99,0,,,,
h_865,h_141,Tenrec ecaudatus,2012-02/2013-05,Toamasina,Madagascar,,town,-18.15,49.40,1,,,,
h_866,h_141,Tenrec ecaudatus,2012-02/2013-05,Sambava,Madagascar,,town,-14.27,50.17,0,,,,
h_867,h_141,Tenrec ecaudatus,2012-02/2013-05,Mandritsara ,Madagascar,,town,-15.84,48.83,0,,,,
h_868,h_141,Tenrec ecaudatus,2012-02/2013-05,Morombe,Madagascar,,town,-21.75,43.37,0,,,,
h_869,h_141,Tenrec ecaudatus,2012-02/2013-05,Morondava,Madagascar,,town,-20.30,44.29,0,,,,
h_870,h_141,Tenrec ecaudatus,2012-02/2013-05,Belo sy Tsiribihina,Madagascar,,town,-19.70,44.55,0,,,,
h_871,h_141,Tenrec ecaudatus,2012-02/2013-05,Fianarantsoa,Madagascar,,town,-21.45,47.09,0,,,,
h_872,h_141,Tenrec ecaudatus,2012-02/2013-05,Farafangana,Madagascar,,town,-22.82,47.82,2,,,,
h_873,h_141,Tenrec ecaudatus,2012-02/2013-05,Mananjary,Madagascar,,town,-21.22,48.35,0,,,,
h_874,h_141,Tenrec ecaudatus,2012-02/2013-05,Antananarivo-Atsimondrano,Madagascar,,town,-19.02,47.52,0,,,,
h_875,h_141,Tenrec ecaudatus,2012-02/2013-05,Maevatanana,Madagascar,,town,-16.95,46.83,0,,,,
h_876,h_141,Tenrec ecaudatus,2012-02/2013-05,Moramanga,Madagascar,,town,-18.95,48.23,0,,,,
h_877,h_141,Tenrec ecaudatus,2012-02/2013-05,Ambovombe-Androy,Madagascar,,town,-25.18,46.09,0,,,,
h_878,h_141,Tenrec ecaudatus,2012-02/2013-05,Taolagnaro,Madagascar,,town,-25.03,46.98,0,,,,
h_879,h_141,Tenrec ecaudatus,2012-02/2013-05,Anjozorobe,Madagascar,,town,-18.40,47.88,0,,,,
h_880,h_143,Apodemus agrarius,2016-04,Pécs,Hungary,,town,46.07,18.23,48,,,,
h_881,h_143,Apodemus agrarius,2016-05,Pécs,Hungary,,town,46.07,18.23,66,,,,
h_882,h_143,Apodemus agrarius,2016-08,Pécs,Hungary,,town,46.07,18.23,34,,,,
h_883,h_143,Apodemus flavicollis,2016-04,Pécs,Hungary,,town,46.07,18.23,18,,,,
h_884,h_143,Apodemus flavicollis,2016-05,Pécs,Hungary,,town,46.07,18.23,22,,,,
h_885,h_143,Apodemus flavicollis,2016-08,Pécs,Hungary,,town,46.07,18.23,13,,,,
h_886,h_143,Apodemus sylvaticus,2016-04,Pécs,Hungary,,town,46.07,18.23,16,,,,
h_887,h_143,Apodemus sylvaticus,2016-05,Pécs,Hungary,,town,46.07,18.23,10,,,,
h_888,h_143,Apodemus sylvaticus,2016-08,Pécs,Hungary,,town,46.07,18.23,3,,,,
h_889,h_143,Microtus arvalis,2016-04,Pécs,Hungary,,town,46.07,18.23,48,,,,
h_890,h_143,Microtus arvalis,2016-05,Pécs,Hungary,,town,46.07,18.23,45,,,,
h_891,h_143,Microtus arvalis,2016-08,Pécs,Hungary,,town,46.07,18.23,14,,,,
h_892,h_143,Myodes glareolus,2016-04,Pécs,Hungary,,town,46.07,18.23,0,,,,
h_893,h_143,Myodes glareolus,2016-05,Pécs,Hungary,,town,46.07,18.23,1,,,,
h_894,h_143,Myodes glareolus,2016-08,Pécs,Hungary,,town,46.07,18.23,0,,,,
h_895,h_144,Bandicota indica,2008/2009,Mondulkiri,Cambodia,,province,12.04,106.68,3,,,,
h_896,h_144,Bandicota savelei,2008/2009,Mondulkiri,Cambodia,,province,12.04,106.68,81,,,,
h_897,h_144,Bandicota sp.,2008/2009,Mondulkiri,Cambodia,,province,12.04,106.68,1,,,,
h_898,h_144,Berylmys berdmorei,2008/2009,Mondulkiri,Cambodia,,province,12.04,106.68,4,,,,
h_899,h_144,Leopoldamys edwardsi,2008/2009,Mondulkiri,Cambodia,,province,12.04,106.68,2,,,,
h_900,h_144,Maxomys surifer,2008/2009,Mondulkiri,Cambodia,,province,12.04,106.68,37,,,,
h_901,h_144,Mus caroli,2008/2009,Mondulkiri,Cambodia,,province,12.04,106.68,1,,,,
h_902,h_144,Niviventer fulvescens,2008/2009,Mondulkiri,Cambodia,,province,12.04,106.68,14,,,,
h_903,h_144,Rattus exulans,2008/2009,Mondulkiri,Cambodia,,province,12.04,106.68,69,,,,
h_904,h_144,Rattus tanezumi,2008/2009,Mondulkiri,Cambodia,,province,12.04,106.68,46,,,,
h_905,h_144,Berylmys berdmorei,2008/2009,Veal Renh,Cambodia,,province,10.71,103.82,9,,,,
h_906,h_144,Maxomys surifer,2008/2009,Veal Renh,Cambodia,,province,10.71,103.82,69,,,,
h_907,h_144,Niviventer fulvescens,2008/2009,Veal Renh,Cambodia,,province,10.71,103.82,1,,,,
h_908,h_144,Rattus andamanensis,2008/2009,Veal Renh,Cambodia,,province,10.71,103.82,1,,,,
h_909,h_144,Rattus argentiventer,2008/2009,Veal Renh,Cambodia,,province,10.71,103.82,94,,,,
h_910,h_144,Rattus exulans,2008/2009,Veal Renh,Cambodia,,province,10.71,103.82,100,,,,
h_911,h_144,Rattus norvegicus,2008/2009,Veal Renh,Cambodia,,province,10.71,103.82,23,,,,
h_912,h_144,Rattus tanezumi,2008/2009,Veal Renh,Cambodia,,province,10.71,103.82,99,,,,
h_913,h_144,Bandicota indica,2008/2009,Luang Prubang,Laos,,province,19.62,102.05,2,,,,
h_914,h_144,Berylmys berdmorei,2008/2009,Luang Prubang,Laos,,province,19.62,102.05,1,,,,
h_915,h_144,Berylmys bowersi,2008/2009,Luang Prubang,Laos,,province,19.62,102.05,1,,,,
h_916,h_144,Crocidura sp.,2008/2009,Luang Prubang,Laos,,province,19.62,102.05,1,,,,
h_917,h_144,Mus caroli,2008/2009,Luang Prubang,Laos,,province,19.62,102.05,10,,,,
h_918,h_144,Mus cookii,2008/2009,Luang Prubang,Laos,,province,19.62,102.05,50,,,,
h_919,h_144,Mus sp.,2008/2009,Luang Prubang,Laos,,province,19.62,102.05,44,,,,
h_920,h_144,Rattus nitidus,2008/2009,Luang Prubang,Laos,,province,19.62,102.05,12,,,,
h_921,h_144,Rattus tanezumi,2008/2009,Luang Prubang,Laos,,province,19.62,102.05,59,,,,
h_922,h_144,Rattus sp.,2008/2009,Luang Prubang,Laos,,province,19.62,102.05,2,,,,
h_923,h_144,Bandicota indica,2008/2009,Pakse,Laos,,province,15.12,105.81,1,,,,
h_924,h_144,Bandicota savelei,2008/2009,Pakse,Laos,,province,15.12,105.81,12,,,,
h_925,h_144,Bandicota sp.,2008/2009,Pakse,Laos,,province,15.12,105.81,3,,,,
h_926,h_144,Berylmys berdmorei,2008/2009,Pakse,Laos,,province,15.12,105.81,4,,,,
h_927,h_144,Maxomys surifer,2008/2009,Pakse,Laos,,province,15.12,105.81,3,,,,
h_928,h_144,Mus caroli,2008/2009,Pakse,Laos,,province,15.12,105.81,1,,,,
h_929,h_144,Niviventer fulvescens,2008/2009,Pakse,Laos,,province,15.12,105.81,1,,,,
h_930,h_144,Rattus exulans,2008/2009,Pakse,Laos,,province,15.12,105.81,115,,,,
h_931,h_144,Rattus losea,2008/2009,Pakse,Laos,,province,15.12,105.81,10,,,,
h_932,h_144,Rattus tanezumi,2008/2009,Pakse,Laos,,province,15.12,105.81,13,,,,
h_933,h_144,Bandicota indica,2008/2009,Buriram,Thailand,,province,14.89,103.01,3,,,,
h_934,h_144,Bandicota savelei,2008/2009,Buriram,Thailand,,province,14.89,103.01,22,,,,
h_935,h_144,Mus caroli,2008/2009,Buriram,Thailand,,province,14.89,103.01,36,,,,
h_936,h_144,Mus cervicolor,2008/2009,Buriram,Thailand,,province,14.89,103.01,35,,,,
h_937,h_144,Mus cookii,2008/2009,Buriram,Thailand,,province,14.89,103.01,1,,,,
h_938,h_144,Rattus exulans,2008/2009,Buriram,Thailand,,province,14.89,103.01,71,,,,
h_939,h_144,Rattus losea,2008/2009,Buriram,Thailand,,province,14.89,103.01,1,,,,
h_940,h_144,Rattus tanezumi,2008/2009,Buriram,Thailand,,province,14.89,103.01,38,,,,
h_941,h_144,Bandicota indica,2008/2009,Loei,Thailand,,province,17.39,101.77,1,,,,
h_942,h_144,Bandicota savelei,2008/2009,Loei,Thailand,,province,17.39,101.77,2,,,,
h_943,h_144,Bandicota sp.,2008/2009,Loei,Thailand,,province,17.39,101.77,1,,,,
h_944,h_144,Berylmys berdmorei,2008/2009,Loei,Thailand,,province,17.39,101.77,4,,,,
h_945,h_144,Berylmys bowersi,2008/2009,Loei,Thailand,,province,17.39,101.77,1,,,,
h_946,h_144,Maxomys surifer,2008/2009,Loei,Thailand,,province,17.39,101.77,6,,,,
h_947,h_144,Mus caroli,2008/2009,Loei,Thailand,,province,17.39,101.77,21,,,,
h_948,h_144,Mus cervicolor,2008/2009,Loei,Thailand,,province,17.39,101.77,36,,,,
h_949,h_144,Mus cookii,2008/2009,Loei,Thailand,,province,17.39,101.77,25,,,,
h_950,h_144,Mus sp.,2008/2009,Loei,Thailand,,province,17.39,101.77,15,,,,
h_951,h_144,Niviventer fulvescens,2008/2009,Loei,Thailand,,province,17.39,101.77,10,,,,
h_952,h_144,Rattus exulans,2008/2009,Loei,Thailand,,province,17.39,101.77,30,,,,
h_953,h_144,Rattus losea,2008/2009,Loei,Thailand,,province,17.39,101.77,39,,,,
h_954,h_144,Rattus tanezumi,2008/2009,Loei,Thailand,,province,17.39,101.77,5,,,,
h_955,h_144,Bandicota indica,2008/2009,Nan,Thailand,,province,19.15,100.83,83,,,,
h_956,h_144,Berylmys berdmorei,2008/2009,Nan,Thailand,,province,19.15,100.83,8,,,,
h_957,h_144,Berylmys bowersi,2008/2009,Nan,Thailand,,province,19.15,100.83,4,,,,
h_958,h_144,Mus caroli,2008/2009,Nan,Thailand,,province,19.15,100.83,4,,,,
h_959,h_144,Mus cervicolor,2008/2009,Nan,Thailand,,province,19.15,100.83,8,,,,
h_960,h_144,Mus cookii,2008/2009,Nan,Thailand,,province,19.15,100.83,14,,,,
h_961,h_144,Rattus exulans,2008/2009,Nan,Thailand,,province,19.15,100.83,18,,,,
h_962,h_144,Rattus tanezumi,2008/2009,Nan,Thailand,,province,19.15,100.83,17,,,,
h_963,h_150,Rattus rattus,2021/2022,La Plata,Argentina,,city,-34.92,-57.96,17,,,,
h_964,h_150,Rattus norvegicus,2021/2022,La Plata,Argentina,,city,-34.92,-57.96,25,,,,
h_965,h_160,Peromyscus eremicus,2010-03,Scotty’s Castle,USA,,site,37.03,-117.34,32,100 trap nights,site/session,,
h_966,h_160,Peromyscus maniculatus,2010-03,Scotty’s Castle,USA,,site,37.03,-117.34,1,100 trap nights,site/session,,
h_967,h_160,Peromyscus crinitus,2010-03,Scotty’s Castle,USA,,site,37.03,-117.34,0,100 trap nights,site/session,,
h_968,h_160,Peromyscus eremicus,2011-04,Scotty’s Castle,USA,,site,37.03,-117.34,40,100 trap nights,site/session,,
h_969,h_160,Peromyscus maniculatus,2011-04,Scotty’s Castle,USA,,site,37.03,-117.34,1,100 trap nights,site/session,,
h_970,h_160,Peromyscus crinitus,2011-04,Scotty’s Castle,USA,,site,37.03,-117.34,2,100 trap nights,site/session,,
h_971,h_160,Peromyscus eremicus,2011-09,Scotty’s Castle,USA,,site,37.03,-117.34,28,100 trap nights,site/session,,
h_972,h_160,Peromyscus maniculatus,2011-09,Scotty’s Castle,USA,,site,37.03,-117.34,3,100 trap nights,site/session,,
h_973,h_160,Peromyscus crinitus,2011-09,Scotty’s Castle,USA,,site,37.03,-117.34,2,100 trap nights,site/session,,
h_974,h_180,Apodemus sylvaticus,2012-02-28/2012-03-01,Yorkshire and the Humber,United Kingdom,,site,54.00,-1.27,5,,,,
h_975,h_180,Rattus norvegicus,2012-02-28/2012-03-01,Yorkshire and the Humber,United Kingdom,,site,54.00,-1.27,4,,,,
h_976,h_180,Myodes glareolus,2012-02-28/2012-03-01,Yorkshire and the Humber,United Kingdom,,site,54.00,-1.27,2,,,,
h_977,h_181,Baiomys taylori,2001-01,Chaparral Wildlife Management Area,USA,,site,28.35,-99.46,0,,,,
h_978,h_181,Baiomys taylori,2001-03,Chaparral Wildlife Management Area,USA,,site,28.35,-99.46,0,,,,
h_979,h_181,Baiomys taylori,2001-06,Chaparral Wildlife Management Area,USA,,site,28.35,-99.46,0,,,,
h_980,h_181,Baiomys taylori,2001-10,Chaparral Wildlife Management Area,USA,,site,28.35,-99.46,0,,,,
h_981,h_181,Baiomys taylori,2002-01,Chaparral Wildlife Management Area,USA,,site,28.35,-99.46,0,,,,
h_982,h_181,Baiomys taylori,2002-03,Chaparral Wildlife Management Area,USA,,site,28.35,-99.46,0,,,,
h_983,h_181,Baiomys taylori,2002-06,Chaparral Wildlife Management Area,USA,,site,28.35,-99.46,0,,,,
h_984,h_181,Baiomys taylori,2002-10,Chaparral Wildlife Management Area,USA,,site,28.35,-99.46,0,,,,
h_985,h_181,Baiomys taylori,2003-01,Chaparral Wildlife Management Area,USA,,site,28.35,-99.46,0,,,,
h_986,h_181,Baiomys taylori,2003-03,Chaparral Wildlife Management Area,USA,,site,28.35,-99.46,0,,,,
h_987,h_181,Baiomys taylori,2003-06,Chaparral Wildlife Management Area,USA,,site,28.35,-99.46,0,,,,
h_988,h_181,Baiomys taylori,2003-10,Chaparral Wildlife Management Area,USA,,site,28.35,-99.46,3,,,,
h_989,h_181,Baiomys taylori,2004-01,Chaparral Wildlife Management Area,USA,,site,28.35,-99.46,2,,,,
h_990,h_181,Baiomys taylori,2004-03,Chaparral Wildlife Management Area,USA,,site,28.35,-99.46,10,,,,
h_991,h_181,Baiomys taylori,2004-06,Chaparral Wildlife Management Area,USA,,site,28.35,-99.46,28,,,,
h_992,h_181,Baiomys taylori,2004-10,Chaparral Wildlife Management Area,USA,,site,28.35,-99.46,4,,,,
h_993,h_181,Baiomys taylori,2001-03,Chaparral Wildlife Management Area,USA,,site,28.34,-99.43,0,,,,
h_994,h_181,Baiomys taylori,2001-06,Chaparral Wildlife Management Area,USA,,site,28.34,-99.43,0,,,,
h_995,h_181,Baiomys taylori,2001-10,Chaparral Wildlife Management Area,USA,,site,28.34,-99.43,0,,,,
h_996,h_181,Baiomys taylori,2002-01,Chaparral Wildlife Management Area,USA,,site,28.34,-99.43,0,,,,
h_997,h_181,Baiomys taylori,2002-03,Chaparral Wildlife Management Area,USA,,site,28.34,-99.43,0,,,,
h_998,h_181,Baiomys taylori,2002-06,Chaparral Wildlife Management Area,USA,,site,28.34,-99.43,0,,,,
h_999,h_181,Baiomys taylori,2002-10,Chaparral Wildlife Management Area,USA,,site,28.34,-99.43,0,,,,
h_1000,h_181,Baiomys taylori,2003-01,Chaparral Wildlife Management Area,USA,,site,28.34,-99.43,0,,,,
h_1001,h_181,Baiomys taylori,2003-03,Chaparral Wildlife Management Area,USA,,site,28.34,-99.43,0,,,,
h_1002,h_181,Baiomys taylori,2003-06,Chaparral Wildlife Management Area,USA,,site,28.34,-99.43,1,,,,
h_1003,h_181,Baiomys taylori,2003-10,Chaparral Wildlife Management Area,USA,,site,28.34,-99.43,2,,,,
h_1004,h_181,Baiomys taylori,2004-01,Chaparral Wildlife Management Area,USA,,site,28.34,-99.43,4,,,,
h_1005,h_181,Baiomys taylori,2004-03,Chaparral Wildlife Management Area,USA,,site,28.34,-99.43,3,,,,
h_1006,h_181,Baiomys taylori,2004-06,Chaparral Wildlife Management Area,USA,,site,28.34,-99.43,0,,,,
h_1007,h_181,Baiomys taylori,2004-10,Chaparral Wildlife Management Area,USA,,site,28.34,-99.43,4,,,,
h_1008,h_181,Baiomys taylori,2001-01,Chaparral Wildlife Management Area,USA,,site,28.31,-99.35,0,,,,
h_1009,h_181,Baiomys taylori,2001-03,Chaparral Wildlife Management Area,USA,,site,28.31,-99.35,0,,,,
h_1010,h_181,Baiomys taylori,2001-06,Chaparral Wildlife Management Area,USA,,site,28.31,-99.35,0,,,,
h_1011,h_181,Baiomys taylori,2001-10,Chaparral Wildlife Management Area,USA,,site,28.31,-99.35,0,,,,
h_1012,h_181,Baiomys taylori,2002-01,Chaparral Wildlife Management Area,USA,,site,28.31,-99.35,0,,,,
h_1013,h_181,Baiomys taylori,2002-03,Chaparral Wildlife Management Area,USA,,site,28.31,-99.35,0,,,,
h_1014,h_181,Baiomys taylori,2002-06,Chaparral Wildlife Management Area,USA,,site,28.31,-99.35,0,,,,
h_1015,h_181,Baiomys taylori,2002-10,Chaparral Wildlife Management Area,USA,,site,28.31,-99.35,0,,,,
h_1016,h_181,Baiomys taylori,2003-01,Chaparral Wildlife Management Area,USA,,site,28.31,-99.35,0,,,,
h_1017,h_181,Baiomys taylori,2003-03,Chaparral Wildlife Management Area,USA,,site,28.31,-99.35,0,,,,
h_1018,h_181,Baiomys taylori,2003-06,Chaparral Wildlife Management Area,USA,,site,28.31,-99.35,4,,,,
